subject_id,loss,accuracy
900.0,0.6930081844329834,0.541436493396759
901.0,0.6935667991638184,0.43347638845443726
902.0,0.6930153369903564,0.5502645373344421
903.0,0.6932350993156433,0.3842794895172119
904.0,0.6940832138061523,0.3562231659889221
905.0,0.6914100646972656,0.7272727489471436
906.0,0.693013608455658,0.54347825050354
907.0,0.6927699446678162,0.5645161271095276
910.0,0.6936576962471008,0.3617021143436432
912.0,0.6933806538581848,0.32608696818351746
913.0,0.6929688453674316,0.5905511975288391
914.0,0.6906952857971191,0.6772486567497253
915.0,0.6931728720664978,0.4414893686771393
916.0,0.6932178735733032,0.4438502788543701
917.0,0.6965762376785278,0.2931034564971924
918.0,0.6939675807952881,0.3333333432674408
919.0,0.693240761756897,0.4088670015335083
920.0,0.6931684613227844,0.43877550959587097
921.0,0.6931620836257935,0.46411484479904175
922.0,0.6941485404968262,0.1111111119389534
923.0,0.6931121945381165,0.5290322303771973
924.0,0.6927273869514465,0.6936416029930115
925.0,0.6931906938552856,0.37962964177131653
926.0,0.6928977370262146,0.5322580933570862
927.0,0.693027913570404,0.5561497211456299
928.0,0.6936020255088806,0.4202898442745209
929.0,0.6930125951766968,0.642241358757019
930.0,0.6930485367774963,0.5548387169837952
931.0,0.6977505087852478,0.3303571343421936
932.0,0.6931473016738892,0.4564102590084076
933.0,0.6934227347373962,0.48255813121795654
935.0,0.6931294798851013,0.5088757276535034
936.0,0.6931517124176025,0.4545454680919647
937.0,0.6931743025779724,0.43558281660079956
938.0,0.6932736039161682,0.449664443731308
939.0,0.6941940188407898,0.023255813866853714
940.0,0.6925522089004517,0.542682945728302
941.0,0.6965048313140869,0.2612612545490265
942.0,0.6930932402610779,0.594059407711029
943.0,0.6942643523216248,0.36563876271247864
944.0,0.6927725076675415,0.557823121547699
945.0,0.6935497522354126,0.47239264845848083
946.0,0.6930482983589172,0.7361963391304016
947.0,0.692959189414978,0.5357142686843872
948.0,0.6931750774383545,0.42307692766189575
949.0,0.6929973363876343,0.7433628439903259
951.0,0.6929140686988831,0.694656491279602
952.0,0.6931145191192627,0.5802469253540039
953.0,0.6933172345161438,0.2890995144844055
954.0,0.693149209022522,0.4715026021003723
955.0,0.6922004818916321,0.7151898741722107
956.0,0.6935414671897888,0.35217392444610596
957.0,0.6930617690086365,0.5906040072441101
958.0,0.6886438727378845,0.7616279125213623
959.0,0.6924324631690979,0.625
961.0,0.693522572517395,0.4698275923728943
962.0,0.6931794881820679,0.48124998807907104
963.0,0.6933823227882385,0.34306567907333374
964.0,0.6931992769241333,0.36283186078071594
