subject_id,loss,accuracy
900.0,0.8298680186271667,0.45856353640556335
901.0,0.6461619138717651,0.6351931095123291
902.0,0.6050126552581787,0.45502644777297974
903.0,0.9505952596664429,0.3842794895172119
904.0,0.44993579387664795,0.8841201663017273
905.0,0.7107816934585571,0.46666666865348816
906.0,0.7497936487197876,0.42391303181648254
907.0,0.5064502954483032,0.6881720423698425
910.0,0.7270824313163757,0.6170212626457214
912.0,0.642050564289093,0.7434782385826111
913.0,0.38592728972435,0.7401574850082397
914.0,0.37599122524261475,0.7777777910232544
915.0,0.34908246994018555,0.9095744490623474
916.0,0.3555031716823578,0.8770053386688232
917.0,0.5937989354133606,0.7155172228813171
918.0,0.6550614833831787,0.5037037134170532
919.0,0.8308578133583069,0.7142857313156128
920.0,0.8327555656433105,0.43877550959587097
921.0,0.817470371723175,0.5358851552009583
922.0,0.2238735556602478,0.9292929172515869
923.0,0.6813076138496399,0.4193548262119293
924.0,0.5300827622413635,0.6936416029930115
925.0,0.4366764724254608,0.9537037014961243
926.0,0.0955771952867508,1.0
927.0,0.5974933505058289,0.7914438247680664
928.0,1.2357985973358154,0.4202898442745209
929.0,0.788077712059021,0.3232758641242981
930.0,0.6581514477729797,0.5032258033752441
931.0,0.49027326703071594,0.8482142686843872
932.0,0.19669052958488464,1.0
933.0,0.6350842118263245,0.5174418687820435
935.0,0.6731857061386108,0.5502958297729492
936.0,0.4212902784347534,0.8954545259475708
937.0,0.7531481981277466,0.38650307059288025
938.0,0.594061553478241,0.5503355860710144
939.0,0.2252998948097229,0.9883720874786377
940.0,0.4796055257320404,0.8109756112098694
941.0,0.5255984663963318,0.7387387156486511
942.0,0.6850765943527222,0.6732673048973083
943.0,0.938679575920105,0.34361234307289124
944.0,0.5623542666435242,0.5782312750816345
945.0,0.7080318927764893,0.5092024803161621
946.0,0.7128306031227112,0.39263802766799927
947.0,0.8457840085029602,0.3794642984867096
948.0,0.6082298159599304,0.6153846383094788
949.0,0.7298862338066101,0.38053098320961
951.0,0.6864234805107117,0.7022900581359863
952.0,0.6282733678817749,0.6666666865348816
953.0,0.6906670928001404,0.521327018737793
954.0,0.7024941444396973,0.4663212299346924
955.0,0.44005975127220154,0.7721518874168396
956.0,0.42058447003364563,0.8260869383811951
957.0,0.6302006840705872,0.43624159693717957
958.0,0.7633758187294006,0.33139535784721375
959.0,0.4553537666797638,0.9296875
961.0,0.46312010288238525,0.6681034564971924
962.0,0.5643371939659119,0.518750011920929
963.0,0.6983793377876282,0.6642335653305054
964.0,0.7892643809318542,0.36283186078071594
